Bottle,Price,Rating,Region,apple,banana,cherry,citrus,fruity,lemon,orange,pear,raisins,zest,balanced,complex,dry,earthy,heavy,light,lingering,mellow,mild,old,smooth,barley,buttery,butterscotch,candy,chocolate,cinnamon,cocoa,corn,honey,tea,toffee,clove,coffee,floral,licorice,malty,mint,nutmeg,peaty,peppery,roses,spices,sugar,tobacco,vanilla,wood,sherry,bitter,brine,creamy,ginger,herbal,maple,nutty,oak,rich,salty,smokey,sour,spicy,sweet,amber,brown,green,caramel,pal
Kirkland Signature 20 Speyside Sherry Cask Finish,45.0,78.85714285714286,Speyside,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,3.0,1.0,,,,,,1.0,,,2.0,
Knob Creek 9 Small Batch,28.42,83.3,Bourbon,,1.0,,3.0,2.0,,2.0,,,,,,,2.0,2.0,2.0,,5.0,,2.0,,,,,,,2.0,,4.0,,,,,,,1.0,,,1.0,,4.0,2.0,2.0,1.0,,3.0,,,,,,,,,3.0,9.0,5.0,,,,4.0,3.0,2.0,,,7.0,
Knob Creek Rye,28.01,81.26666666666667,Rye,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,5.0,,,,,,,,,,1.0,
Knob Creek Single Barrel,9.366,85.33333333333333,Bourbon,3.0,,5.0,6.0,2.0,2.0,3.0,,1.0,,2.0,10.0,7.0,,2.0,12.0,8.0,,2.0,12.0,2.0,2.0,,2.0,7.0,9.0,16.0,8.0,11.0,1.0,2.0,4.0,2.0,2.0,4.0,,,3.0,3.0,,,8.0,5.0,15.0,9.0,24.0,19.0,,6.0,,4.0,,,6.0,6.0,30.0,8.0,,,,3.0,31.0,5.0,20.0,2.0,26.0,
Knob Creek Single Barrel Reserve,34.127272727272725,84.28571428571429,Bourbon,3.0,,5.0,6.0,2.0,2.0,3.0,,1.0,,2.0,10.0,7.0,,2.0,12.0,8.0,,2.0,12.0,2.0,2.0,,2.0,7.0,9.0,16.0,8.0,11.0,1.0,2.0,4.0,2.0,2.0,4.0,,,3.0,3.0,,,8.0,5.0,15.0,9.0,24.0,19.0,,6.0,,4.0,,,6.0,6.0,30.0,8.0,,,,3.0,31.0,5.0,20.0,2.0,26.0,
Lagavulin 12,88.59862068965518,91.13333333333334,Islay,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,
Lagavulin 16,70.51085106382979,88.56818181818181,Islay,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,2.0,,,,,,2.0,
Lagavulin 1995 Distillers Edition,101.085,88.9090909090909,Islay,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,
Lagavulin 1997 Distillers Edition,114.5,90.33333333333333,Islay,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,5.0,,2.0,2.0,,,,,,,,,,,8.0,,,,,
Laphroaig 10,41.28949367088607,85.35779816513761,Islay,,,,,,,,,,,,,,,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,
Laphroaig 10 Cask Strength,56.779999999999994,91.27272727272727,Islay,,,,,,,,,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,7.0,1.0,,,2.0,,,,,,2.0,1.0,,,,,6.0,,,,7.0,
Laphroaig 15,77.75,89.4,Islay,,,,,2.0,9.0,2.0,,,1.0,3.0,1.0,,,,,2.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,2.0,1.0,,,4.0,,10.0,,5.0,,,,,,,,,,1.0,,,,3.0,,8.0,,,
Laphroaig 17 SMWS 29.157,100.0,85.875,Islay,,,,,,,,,2.0,1.0,2.0,,4.0,,2.0,2.0,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,1.0,,4.0,,,,,,,,2.0,2.0,,,,,,2.0,2.0,,,,
Laphroaig 18,77.50487804878048,89.91428571428571,Islay,,,,4.0,,,2.0,,,,,2.0,,,2.0,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,9.0,,3.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,
Laphroaig 25 Cask Strength 2008,350.0,92.7,Islay,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,2.0,,6.0,,,,,,,,,,2.0,,,,,,,,,
Laphroaig An Cuan Mor,68.5,87.14285714285714,Islay,,,,,2.0,,,,,,,,,3.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,2.0,1.0,,,2.0,
Laphroaig Cairdeas 2011 Ileach,60.0,89.16666666666667,Islay,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Laphroaig Cairdeas 2012 Origin,78.66666666666667,89.52380952380952,Islay,,,,,2.0,,,,,,,3.0,,,,,,,,4.0,3.0,,,,,,1.0,,,,,1.0,,,,,,3.0,,2.0,,,2.0,3.0,,1.0,1.0,2.0,,1.0,,,,,,,1.0,,2.0,,,2.0,,2.0,,,
Laphroaig Cairdeas 2013 Portwood,73.064,92.94871794871794,Islay,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,2.0,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,6.0,,,,2.0,
Laphroaig Cairdeas 2014 Amontillado,77.5,87.13333333333334,Islay,,,2.0,4.0,,,,,1.0,,,,,1.0,,,,,,,2.0,,7.0,,,,1.0,,,,,4.0,,,1.0,,1.0,,,11.0,4.0,,2.0,,,1.0,2.0,6.0,,,2.0,,,,,1.0,2.0,,,,,14.0,,,,3.0,
Laphroaig Cairdeas 2015,28.916666666666668,88.16666666666667,Islay,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,2.0,,
Laphroaig PX Cask,66.97777777777777,88.68181818181819,Islay,,,,4.0,,,2.0,,,,,2.0,,,2.0,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,9.0,,3.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,
Laphroaig Quarter Cask,46.97563829787235,89.78512396694215,Islay,,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,
Laphroaig Triplewood,64.66666666666667,86.14285714285714,Islay,,,2.0,,,,,,,,2.0,,,,2.0,2.0,1.0,,,,6.0,,,,,1.0,1.0,2.0,,2.0,,,,,,,4.0,,,,,,,,1.0,2.0,4.0,4.0,,1.0,3.0,,,,,3.0,,,,,,5.0,,,,2.0,
Larceny Small Batch Bourbon,25.571428571428573,80.75,Bourbon,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,3.0,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,
Ledaig 10,46.142857142857146,80.84615384615384,Island ,,,,,,2.0,,,,,1.0,,,,2.0,,,,,2.0,,,,2.0,,,,,,,,4.0,2.0,,,,,,,,,,,,,6.0,,,,4.0,,,,,,,,,,,,2.0,,,,,
Ledaig 7 /r/Scotch Community Cask,65.0,82.61538461538461,Island ,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,4.0,,,,,
Longmorn 19 Signatory 1992,80.0,84.33333333333333,Speyside,7.0,,2.0,,8.0,5.0,4.0,2.0,,,,,8.0,2.0,,12.0,,,,16.0,2.0,,,3.0,,,,,,,,,,,1.0,,,,,2.0,,,,3.0,3.0,13.0,21.0,5.0,1.0,,,,,,1.0,,7.0,,,2.0,8.0,9.0,,,,7.0,
Longrow 11 Red Cabernet Sauvignon Cask,0.7,90.16666666666667,Campbeltown,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,2.0,,1.0,,,,2.0,,1.0,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,,,,2.0,2.0,,2.0,2.0,2.0,
Longrow CV,52.81428571428571,85.7,Campbeltown,,1.0,,,,2.0,25.0,1.0,,,,2.0,,2.0,,2.0,,,,1.0,,,,4.0,,2.0,1.0,2.0,,,,1.0,,1.0,5.0,,,2.0,1.0,,,,2.0,1.0,,1.0,,5.0,,,,2.0,2.0,,,,,,,,2.0,10.0,,2.0,,3.0,
Longrow Peated,42.25,82.78571428571429,Campbeltown,,,,,,2.0,,,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,2.0,,,,,,,,,
Longrow Red 11 Fresh Port Cask,74.0,90.28571428571429,Campbeltown,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,2.0,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,6.0,,,,2.0,
Lot No. 40,19.240000000000002,87.41666666666667,Canada,,,2.0,1.0,,,5.0,,,,,,3.0,1.0,,6.0,,,,,,,,3.0,1.0,,1.0,,,,1.0,,1.0,,,3.0,,,,,,,,1.0,1.0,4.0,4.0,,2.0,1.0,,,,,,4.0,,,,2.0,,6.0,,,,2.0,
Macallan 10 Fine Oak,40.23863636363637,81.54838709677419,Speyside,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,4.0,,,2.0,,2.0,,,,,,,,,,3.0,,,,,,11.0,,2.0,,,
Macallan 12 Fine Oak,64.66666666666667,76.5,Speyside,,,,,3.0,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,4.0,,,,,,,,6.0,,,,,,3.0,1.0,,,,
Macallan 12 Sherry,50.48083333333333,82.64556962025317,Speyside,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,2.0,,,,1.0,
Macallan 15 Fine Oak,73.39428571428572,87.17647058823529,Speyside,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,2.0,
Macallan 18 Sherry,158.365,90.0,Speyside,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,6.0,,,,1.0,
Macallan 25 Sherry,597.5,89.54545454545455,Speyside,2.0,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,2.0,,,2.0,,,2.0,,,2.0,,,,,,,,1.0,,,,4.0,,,,,,2.0,,1.0,2.0,,,,,,,2.0,,,
Macallan Amber,50.5,74.77777777777777,Speyside,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,2.0,,2.0,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,
Macallan Gold,41.9125,70.71428571428571,Speyside,,,,,,,,,,,,,,,,4.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,
Macallan Rare Cask,265.0,71.16666666666667,Speyside,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,
Macallan Select Oak,48.51428571428572,80.77777777777777,Speyside,1.0,,,,,1.0,,1.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,8.0,,,,2.0,,,,12.0,,,,2.0,,6.0,,,,,
Macallan Sherry Cask Strength,65.08851063829788,91.39682539682539,Speyside,2.0,2.0,,,,,,,1.0,,,2.0,3.0,,,,,,,2.0,3.0,,2.0,,,5.0,,,,,,2.0,,,,,,,,,,,2.0,,1.0,,,4.0,,,,,,,,1.0,3.0,,,,,4.0,,,,2.0,
Macallan Sienna,30.875,82.28571428571429,Speyside,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,6.0,2.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
Mackinlay's Shackleton Rare Old Highland Malt Whisky,113.60000000000001,84.66666666666667,Blend,,,,2.0,2.0,1.0,,,,,2.0,2.0,,,,,,,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,
Mackmyra First Edition,14.25,83.33333333333333,Sweden,,,,2.0,,9.0,4.0,1.0,,,,,,,,5.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,4.0,,,2.0,,2.0,,,5.0,2.0,,,,1.0,2.0,,,,1.0,
Maker's Mark,21.428823529411765,80.07142857142857,Bourbon,2.0,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,4.0,2.0,,2.0,,,,,,,,,,,2.0,,,2.0,,,4.0,
Maker's Mark 46,27.992142857142856,84.85,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maker's Mark Cask Strength,38.634375,87.30434782608695,Bourbon,,7.0,,,8.0,,,,,,,,,,1.0,,,,,4.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,3.0,,,4.0,,,,,4.0,,12.0,3.0,,,,9.0,8.0,,,,5.0,
McClelland Highland,17.669999999999998,61.5,Highland ,2.0,2.0,,4.0,,3.0,,,,,2.0,2.0,,,,2.0,,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,,,,1.0,,,,1.0,1.0,2.0,,4.0,,1.0,2.0,,,1.0,,,,1.0,,,,,,1.0,,2.0,,1.0,
McClelland Islay,19.753333333333334,63.333333333333336,Islay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,
Monkey Shoulder,33.0676,76.45161290322581,Blend,2.0,,,6.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,2.0,,,,,,,,,,,
Mortlach 15 Gordon & MacPhail,32.875,76.0,Speyside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,2.0,,,,,,1.0,
Mortlach 16 Flora & Fauna,93.33333333333333,86.16666666666667,Speyside,,,2.0,5.0,,7.0,2.0,1.0,,1.0,,,5.0,,,,,,,13.0,2.0,,,,,1.0,1.0,,,1.0,,1.0,,,3.0,,2.0,,,,,,,,,4.0,2.0,2.0,2.0,,,1.0,,,7.0,,,,,,,10.0,,,1.0,7.0,
Nikka Coffey Grain,60.0,80.28571428571429,Japan,,,,,,,,2.0,,,,,,,,8.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,3.0,,,,,,,,,,,
Nikka From The Barrel,39.0,84.0,Japan,,3.0,,3.0,2.0,3.0,6.0,,,2.0,4.0,3.0,9.0,5.0,,14.0,,,,,,,,2.0,3.0,,,,,2.0,,8.0,,,,,,,,,,,,,2.0,3.0,,5.0,4.0,,,,1.0,,,9.0,,5.0,,,,4.0,,,2.0,5.0,
Nikka Yoichi 10,0.27,82.875,Japan,,,,2.0,,2.0,,,,2.0,,,,,,4.0,,,,2.0,,,,1.0,,,,,,3.0,,2.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,2.0,,,,2.0,,,,9.0,,,,,
Noah's Mill,46.714285714285715,86.41666666666667,Bourbon,,,,3.0,,,,,,,,5.0,3.0,,,7.0,,,,,,,,,,,7.0,,,,,1.0,,,,,,2.0,,,4.0,,1.0,3.0,,6.0,,,,,,,,,9.0,10.0,,,,,7.0,2.0,2.0,6.0,,,
Oban 14,55.538484848484856,82.82608695652173,Highland ,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
Oban 18,85.0,89.0,Highland ,,,,,1.0,,6.0,,,2.0,,2.0,,3.0,,6.0,,,,1.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,2.0,,1.0,,,,,1.0,2.0,,,,,,4.0,,,,2.0,,,,,
Old Crow Reserve,11.75,70.2,Bourbon,,,,,,,2.0,,,,,,,,,,,,,20.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,2.0,,,,,,,
Old Ezra 101,16.0,86.0,Bourbon,,2.0,,2.0,,,,,,1.0,,1.0,,,,4.0,,,,5.0,,,,2.0,,,10.0,,3.0,,,2.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,6.0,,,,,,,6.0,,,6.0,
Old Forester Birthday Bourbon 2013,50.833333333333336,91.0,Bourbon,2.0,1.0,,1.0,2.0,,3.0,,,,2.0,,,,4.0,1.0,,,,6.0,,,,2.0,,4.0,3.0,,,,,,,,,,,2.0,1.0,,,2.0,2.0,,,5.0,2.0,,,,,,,2.0,,5.0,,,,,,2.0,,,2.0,3.0,
Old Forester Birthday Bourbon 2014,50.2,86.0,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,
Old Forester Signature,23.333333333333332,83.3076923076923,Bourbon,,6.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,,,
Old Grand Dad 100 Bottled in Bond,19.72,84.3103448275862,Bourbon,8.0,,,,,,,,,,,2.0,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.0,,1.0,2.0,,,10.0,,,,,,,
Old Grand Dad 114,21.853846153846156,87.0625,Bourbon,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,2.0,
Old Grand Dad 86,12.0,77.14285714285714,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Pulteney 12,33.135000000000005,82.59649122807018,Highland ,,1.0,,,,2.0,4.0,,,,,3.0,4.0,,,10.0,,,2.0,14.0,,,,,,3.0,1.0,,,5.0,,5.0,,1.0,3.0,,,,,,,,,,2.0,4.0,10.0,2.0,4.0,1.0,,,,,,,8.0,2.0,,,,1.0,,,,1.0,
Old Pulteney 17,108.25142857142858,86.33333333333333,Highland,,,,4.0,,4.0,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,
Old Pulteney 1990 â€“ Single Cask Bottling for The Official Line,,89.4,Highland ,,,,,,,,,,,2.0,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,2.0,4.0,,,,,,,,5.0,2.0,3.0,,,1.0,3.0,,2.0,,,
Old Pulteney 21,74.7625,89.8125,Highland ,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,
Old Rip Van Winkle 10 Year,51.91153846153846,90.6,Bourbon,,,1.0,,,,3.0,,,,4.0,,,,,,,,,1.0,,,,,2.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,4.0,,,3.0,,,,2.0,,,4.0,,,,,,2.0,,4.0,,1.0,
Old Weller Antique 107,24.176379310344828,87.1774193548387,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orphan Barrel Barterhouse 20,77.58333333333333,84.35714285714286,Bourbon,,,,1.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,
Orphan Barrel Old Blowhard 26,172.0,83.77777777777777,Bourbon,,,,,,,,,,,2.0,,,,,,,,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,3.0,2.0,,,,2.0,1.0,1.0,,,1.0,
Overeem Port Cask Cask Strength,150.0,85.66666666666667,Australia,,,,,,,1.0,,1.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,4.0,,,,,,,,1.0,1.0,,,5.0,,,,,2.0,,,,4.0,,2.0,,,1.0,,,2.0,,2.0,
Pappy Van Winkle Family Reserve Bourbon 15,143.16666666666666,93.4375,Bourbon,,,1.0,,,,3.0,,,,4.0,,,,,,,,,1.0,,,,,2.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,4.0,,,3.0,,,,2.0,,,4.0,,,,,,2.0,,4.0,,1.0,
Pappy Van Winkle Family Reserve Bourbon 20,357.25,92.4,Bourbon,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,6.0,3.0,,,,,,,,,2.0,,,,,,3.0,,,,6.0,
Parker's Heritage Collection Blend of Mashbills,68.15,91.16666666666667,Bourbon,,,2.0,2.0,4.0,,,,,,,,2.0,,,,2.0,,,,,,,,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,4.0,,,2.0,,2.0,,,,1.0,5.0,2.0,,,,1.0,6.0,2.0,,,6.0,
Parker's Heritage Collection Cognac Finished,90.0,92.66666666666667,Bourbon,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,1.0,,2.0,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,4.0,,,,,,,,,1.0,,
